,Transaction Type,Action,State Cd,County Cd,Site ID,Parameter Cd,POC,Dur Cd,Unit Cd,Meth Cd,Date,Time,Value,Null Data Cd,Col Freq,Mon Protocol ID,Qual Cd 1,Qual Cd 2,Qual Cd 3,Qual Cd 4,Qual Cd 5,Qual Cd 6,Qual Cd 7,Qual Cd 8,Qual Cd 9,Qual Cd 10,Alternate MDL,Uncertainty Value
1026,RD,I,48,113,69,43102,10,7,78,173,20190924,00:00,138.26,,,,V,,,,,,,,,,,
1027,RD,I,48,113,69,43102,10,7,78,173,20190930,00:00,92.62,,,,V,,,,,,,,,,,
1028,RD,I,48,113,69,43202,10,7,8,174,20190103,00:00,24.6,,6.0,,V,,,,,,,,,,,
1029,RD,I,48,113,69,43202,10,7,8,174,20190109,00:00,10.82,,6.0,,V,,,,,,,,,,,
1030,RD,I,48,113,69,43202,10,7,8,174,20190115,00:00,8.8,,6.0,,V,,,,,,,,,,,
1031,RD,I,48,113,69,43202,10,7,8,174,20190121,00:00,7.89,,6.0,,V,,,,,,,,,,,
1032,RD,I,48,113,69,43202,10,7,8,174,20190127,00:00,24.75,,6.0,,V,,,,,,,,,,,
1033,RD,I,48,113,69,43202,10,7,8,174,20190202,00:00,6.94,,6.0,,V,,,,,,,,,,,
1034,RD,I,48,113,69,43202,10,7,8,174,20190208,00:00,6.34,,6.0,,V,,,,,,,,,,,
1035,RD,I,48,113,69,43202,10,7,8,174,20190214,00:00,7.6,,6.0,,V,,,,,,,,,,,
1036,RD,I,48,113,69,43202,10,7,8,174,20190220,00:00,9.95,,6.0,,V,,,,,,,,,,,
1037,RD,I,48,113,69,43202,10,7,8,174,20190226,00:00,5.33,,6.0,,V,,,,,,,,,,,
1038,RD,I,48,113,69,43202,10,7,8,174,20190304,00:00,5.88,,6.0,,V,,,,,,,,,,,
1039,RD,I,48,113,69,43202,10,7,8,174,20190310,00:00,6.4,,6.0,,V,,,,,,,,,,,
1040,RD,I,48,113,69,43202,10,7,8,174,20190316,00:00,5.45,,6.0,,V,,,,,,,,,,,
1041,RD,I,48,113,69,43202,10,7,8,174,20190328,00:00,5.31,,6.0,,V,,,,,,,,,,,
1042,RD,I,48,113,69,43202,10,7,8,174,20190403,00:00,6.72,,6.0,,V,,,,,,,,,,,
1043,RD,I,48,113,69,43202,10,7,8,174,20190409,00:00,13.52,,6.0,,V,,,,,,,,,,,
1044,RD,I,48,113,69,43202,10,7,8,174,20190415,00:00,7.27,,6.0,,V,,,,,,,,,,,
1045,RD,I,48,113,69,43202,10,7,8,174,20190421,00:00,6.31,,6.0,,V,,,,,,,,,,,
1046,RD,I,48,113,69,43202,10,7,8,174,20190427,00:00,7.1,,6.0,,V,,,,,,,,,,,
1047,RD,I,48,113,69,43202,10,7,8,174,20190503,00:00,3.7,,6.0,,V,,,,,,,,,,,
1048,RD,I,48,113,69,43202,10,7,8,174,20190509,00:00,4.0,,6.0,,V,,,,,,,,,,,
1049,RD,I,48,113,69,43202,10,7,8,174,20190515,00:00,5.38,,6.0,,V,,,,,,,,,,,
1050,RD,I,48,113,69,43202,10,7,8,174,20190521,00:00,4.7,,6.0,,V,,,,,,,,,,,
1051,RD,I,48,113,69,43202,10,7,8,174,20190527,00:00,2.36,,6.0,,V,,,,,,,,,,,
1052,RD,I,48,113,69,43202,10,7,8,174,20190602,00:00,5.72,,6.0,,V,,,,,,,,,,,
1053,RD,I,48,113,69,43202,10,7,8,174,20190608,00:00,3.67,,6.0,,V,,,,,,,,,,,
1054,RD,I,48,113,69,43202,10,7,8,174,20190614,00:00,5.54,,6.0,,V,,,,,,,,,,,
1055,RD,I,48,113,69,43202,10,7,8,174,20190620,00:00,3.1,,6.0,,V,,,,,,,,,,,
1056,RD,I,48,113,69,43202,10,7,8,174,20190626,00:00,1.81,,6.0,,V,,,,,,,,,,,
1057,RD,I,48,113,69,43202,10,7,8,174,20190702,00:00,2.45,,6.0,,V,,,,,,,,,,,
1058,RD,I,48,113,69,43202,10,7,8,174,20190708,00:00,3.47,,6.0,,V,,,,,,,,,,,
1059,RD,I,48,113,69,43202,10,7,8,174,20190714,00:00,1.31,,6.0,,V,,,,,,,,,,,
1060,RD,I,48,113,69,43202,10,7,8,174,20190720,00:00,2.22,,6.0,,V,,,,,,,,,,,
1061,RD,I,48,113,69,43202,10,7,8,174,20190726,00:00,3.21,,6.0,,V,,,,,,,,,,,
1062,RD,I,48,113,69,43202,10,7,8,174,20190801,00:00,3.14,,6.0,,V,,,,,,,,,,,
1063,RD,I,48,113,69,43202,10,7,8,174,20190807,00:00,3.63,,6.0,,V,,,,,,,,,,,
1064,RD,I,48,113,69,43202,10,7,8,174,20190813,00:00,3.51,,6.0,,V,,,,,,,,,,,
1065,RD,I,48,113,69,43202,10,7,8,174,20190819,00:00,1.71,,6.0,,V,,,,,,,,,,,
1066,RD,I,48,113,69,43202,10,7,8,174,20190825,00:00,2.55,,6.0,,V,,,,,,,,,,,
1067,RD,I,48,113,69,43202,10,7,8,174,20190831,00:00,2.89,,6.0,,V,,,,,,,,,,,
1068,RD,I,48,113,69,43202,10,7,8,174,20190906,00:00,3.63,,6.0,,V,,,,,,,,,,,
1069,RD,I,48,113,69,43202,10,7,8,174,20190912,00:00,1.63,,6.0,,V,,,,,,,,,,,
1070,RD,I,48,113,69,43202,10,7,8,174,20190918,00:00,2.43,,6.0,,V,,,,,,,,,,,
1071,RD,I,48,113,69,43202,10,7,8,174,20190924,00:00,2.84,,6.0,,V,,,,,,,,,,,
1072,RD,I,48,113,69,43202,10,7,8,174,20190930,00:00,2.29,,6.0,,V,,,,,,,,,,,
1073,RD,I,48,113,69,45201,10,7,8,175,20190103,00:00,0.2,,6.0,,V,,,,,,,,,,,
1074,RD,I,48,113,69,45201,10,7,8,175,20190109,00:00,0.21,,6.0,,V,,,,,,,,,,,
1075,RD,I,48,113,69,45201,10,7,8,175,20190115,00:00,0.25,,6.0,,V,,,,,,,,,,,
1076,RD,I,48,113,69,45201,10,7,8,175,20190121,00:00,0.21,,6.0,,V,,,,,,,,,,,
1077,RD,I,48,113,69,45201,10,7,8,175,20190127,00:00,0.48,,6.0,,V,,,,,,,,,,,
1078,RD,I,48,113,69,45201,10,7,8,175,20190202,00:00,0.25,,6.0,,V,,,,,,,,,,,
1079,RD,I,48,113,69,45201,10,7,8,175,20190208,00:00,0.0,,6.0,,,,,,,,,,,,,
1080,RD,I,48,113,69,45201,10,7,8,175,20190214,00:00,0.19,,6.0,,V,,,,,,,,,,,
1081,RD,I,48,113,69,45201,10,7,8,175,20190220,00:00,0.19,,6.0,,V,,,,,,,,,,,
1082,RD,I,48,113,69,45201,10,7,8,175,20190226,00:00,0.21,,6.0,,V,,,,,,,,,,,
1083,RD,I,48,113,69,45201,10,7,8,175,20190304,00:00,0.15,,6.0,,V,,,,,,,,,,,
1084,RD,I,48,113,69,45201,10,7,8,175,20190310,00:00,0.17,,6.0,,V,,,,,,,,,,,
1085,RD,I,48,113,69,45201,10,7,8,175,20190316,00:00,0.18,,6.0,,V,,,,,,,,,,,
1086,RD,I,48,113,69,45201,10,7,8,175,20190328,00:00,0.14,,6.0,,V,,,,,,,,,,,
1087,RD,I,48,113,69,45201,10,7,8,175,20190403,00:00,0.19,,6.0,,V,,,,,,,,,,,
1088,RD,I,48,113,69,45201,10,7,8,175,20190409,00:00,0.3,,6.0,,V,,,,,,,,,,,
1089,RD,I,48,113,69,45201,10,7,8,175,20190415,00:00,0.0,,6.0,,,,,,,,,,,,,
1090,RD,I,48,113,69,45201,10,7,8,175,20190421,00:00,0.1,,6.0,,V,,,,,,,,,,,
1091,RD,I,48,113,69,45201,10,7,8,175,20190427,00:00,0.18,,6.0,,V,,,,,,,,,,,
1092,RD,I,48,113,69,45201,10,7,8,175,20190503,00:00,0.16,,6.0,,V,,,,,,,,,,,
1093,RD,I,48,113,69,45201,10,7,8,175,20190509,00:00,0.13,,6.0,,V,,,,,,,,,,,
1094,RD,I,48,113,69,45201,10,7,8,175,20190515,00:00,0.16,,6.0,,V,,,,,,,,,,,
1095,RD,I,48,113,69,45201,10,7,8,175,20190521,00:00,0.15,,6.0,,V,,,,,,,,,,,
1096,RD,I,48,113,69,45201,10,7,8,175,20190527,00:00,0.09,,6.0,,V,,,,,,,,,,,
1097,RD,I,48,113,69,45201,10,7,8,175,20190602,00:00,0.14,,6.0,,V,,,,,,,,,,,
1098,RD,I,48,113,69,45201,10,7,8,175,20190608,00:00,0.0,,6.0,,V,,,,,,,,,,,
1099,RD,I,48,113,69,45201,10,7,8,175,20190614,00:00,0.13,,6.0,,V,,,,,,,,,,,
1100,RD,I,48,113,69,45201,10,7,8,175,20190620,00:00,0.0,,6.0,,V,,,,,,,,,,,
1101,RD,I,48,113,69,45201,10,7,8,175,20190626,00:00,0.09,,6.0,,V,,,,,,,,,,,
1102,RD,I,48,113,69,45201,10,7,8,175,20190702,00:00,0.08,,6.0,,V,,,,,,,,,,,
1103,RD,I,48,113,69,45201,10,7,8,175,20190708,00:00,0.11,,6.0,,V,,,,,,,,,,,
1104,RD,I,48,113,69,45201,10,7,8,175,20190714,00:00,0.0,,6.0,,V,,,,,,,,,,,
1105,RD,I,48,113,69,45201,10,7,8,175,20190720,00:00,0.08,,6.0,,V,,,,,,,,,,,
1106,RD,I,48,113,69,45201,10,7,8,175,20190726,00:00,0.18,,6.0,,V,,,,,,,,,,,
1107,RD,I,48,113,69,45201,10,7,8,175,20190801,00:00,0.0,,6.0,,V,,,,,,,,,,,
1108,RD,I,48,113,69,45201,10,7,8,175,20190807,00:00,0.12,,6.0,,V,,,,,,,,,,,
1109,RD,I,48,113,69,45201,10,7,8,175,20190813,00:00,0.14,,6.0,,V,,,,,,,,,,,
1110,RD,I,48,113,69,45201,10,7,8,175,20190819,00:00,0.0,,6.0,,,,,,,,,,,,,
1111,RD,I,48,113,69,45201,10,7,8,175,20190825,00:00,0.11,,6.0,,V,,,,,,,,,,,
1112,RD,I,48,113,69,45201,10,7,8,175,20190831,00:00,0.11,,6.0,,V,,,,,,,,,,,
1113,RD,I,48,113,69,45201,10,7,8,175,20190906,00:00,0.21,,6.0,,V,,,,,,,,,,,
1114,RD,I,48,113,69,45201,10,7,8,175,20190912,00:00,0.0,,6.0,,,,,,,,,,,,,
1115,RD,I,48,113,69,45201,10,7,8,175,20190918,00:00,0.1,,6.0,,V,,,,,,,,,,,
1116,RD,I,48,113,69,45201,10,7,8,175,20190924,00:00,0.11,,6.0,,V,,,,,,,,,,,
1117,RD,I,48,113,69,45201,10,7,8,175,20190930,00:00,0.12,,6.0,,V,,,,,,,,,,,
1118,RD,I,48,113,69,45202,10,7,8,175,20190103,00:00,0.29,,6.0,,V,,,,,,,,,,,
1119,RD,I,48,113,69,45202,10,7,8,175,20190109,00:00,0.5,,6.0,,V,,,,,,,,,,,
1120,RD,I,48,113,69,45202,10,7,8,175,20190115,00:00,0.39,,6.0,,V,,,,,,,,,,,
1121,RD,I,48,113,69,45202,10,7,8,175,20190121,00:00,0.27,,6.0,,V,,,,,,,,,,,
1122,RD,I,48,113,69,45202,10,7,8,175,20190127,00:00,0.92,,6.0,,,,,,,,,,,,,
1123,RD,I,48,113,69,45202,10,7,8,175,20190202,00:00,0.41,,6.0,,V,,,,,,,,,,,
1124,RD,I,48,113,69,45202,10,7,8,175,20190208,00:00,0.0,,6.0,,,,,,,,,,,,,
1125,RD,I,48,113,69,45202,10,7,8,175,20190220,00:00,0.25,,6.0,,V,,,,,,,,,,,
1126,RD,I,48,113,69,45202,10,7,8,175,20190226,00:00,0.26,,6.0,,V,,,,,,,,,,,
1127,RD,I,48,113,69,45202,10,7,8,175,20190304,00:00,0.16,,6.0,,V,,,,,,,,,,,
1128,RD,I,48,113,69,45202,10,7,8,175,20190310,00:00,0.17,,6.0,,V,,,,,,,,,,,
1129,RD,I,48,113,69,45202,10,7,8,175,20190316,00:00,0.25,,6.0,,V,,,,,,,,,,,
1130,RD,I,48,113,69,45202,10,7,8,175,20190328,00:00,0.14,,6.0,,V,,,,,,,,,,,
1131,RD,I,48,113,69,45202,10,7,8,175,20190403,00:00,0.22,,6.0,,V,,,,,,,,,,,
1132,RD,I,48,113,69,45202,10,7,8,175,20190409,00:00,0.92,,6.0,,,,,,,,,,,,,
1133,RD,I,48,113,69,45202,10,7,8,175,20190415,00:00,0.14,,6.0,,V,,,,,,,,,,,
1134,RD,I,48,113,69,45202,10,7,8,175,20190421,00:00,0.09,,6.0,,V,,,,,,,,,,,
1135,RD,I,48,113,69,45202,10,7,8,175,20190427,00:00,0.28,,6.0,,V,,,,,,,,,,,
1136,RD,I,48,113,69,45202,10,7,8,175,20190503,00:00,0.3,,6.0,,V,,,,,,,,,,,
1137,RD,I,48,113,69,45202,10,7,8,175,20190509,00:00,0.21,,6.0,,V,,,,,,,,,,,
1138,RD,I,48,113,69,45202,10,7,8,175,20190515,00:00,0.29,,6.0,,V,,,,,,,,,,,
1139,RD,I,48,113,69,45202,10,7,8,175,20190521,00:00,0.32,,6.0,,V,,,,,,,,,,,
1140,RD,I,48,113,69,45202,10,7,8,175,20190527,00:00,0.17,,6.0,,V,,,,,,,,,,,
1141,RD,I,48,113,69,45202,10,7,8,175,20190602,00:00,0.28,,6.0,,V,,,,,,,,,,,
1142,RD,I,48,113,69,45202,10,7,8,175,20190608,00:00,0.4,,6.0,,V,,,,,,,,,,,
1143,RD,I,48,113,69,45202,10,7,8,175,20190614,00:00,0.15,,6.0,,V,,,,,,,,,,,
1144,RD,I,48,113,69,45202,10,7,8,175,20190620,00:00,0.14,,6.0,,V,,,,,,,,,,,
1145,RD,I,48,113,69,45202,10,7,8,175,20190626,00:00,0.18,,6.0,,V,,,,,,,,,,,
1146,RD,I,48,113,69,45202,10,7,8,175,20190702,00:00,0.14,,6.0,,V,,,,,,,,,,,
1147,RD,I,48,113,69,45202,10,7,8,175,20190708,00:00,0.21,,6.0,,V,,,,,,,,,,,
1148,RD,I,48,113,69,45202,10,7,8,175,20190714,00:00,0.1,,6.0,,V,,,,,,,,,,,
1149,RD,I,48,113,69,45202,10,7,8,175,20190720,00:00,0.13,,6.0,,V,,,,,,,,,,,
1150,RD,I,48,113,69,45202,10,7,8,175,20190726,00:00,0.28,,6.0,,V,,,,,,,,,,,
1151,RD,I,48,113,69,45202,10,7,8,175,20190801,00:00,0.32,,6.0,,V,,,,,,,,,,,
1152,RD,I,48,113,69,45202,10,7,8,175,20190807,00:00,0.18,,6.0,,V,,,,,,,,,,,
1153,RD,I,48,113,69,45202,10,7,8,175,20190813,00:00,0.25,,6.0,,V,,,,,,,,,,,
1154,RD,I,48,113,69,45202,10,7,8,175,20190819,00:00,0.15,,6.0,,V,,,,,,,,,,,
1155,RD,I,48,113,69,45202,10,7,8,175,20190825,00:00,0.17,,6.0,,V,,,,,,,,,,,
1156,RD,I,48,113,69,45202,10,7,8,175,20190831,00:00,0.21,,6.0,,V,,,,,,,,,,,
1157,RD,I,48,113,69,45202,10,7,8,175,20190906,00:00,0.5,,6.0,,V,,,,,,,,,,,
1158,RD,I,48,113,69,45202,10,7,8,175,20190912,00:00,0.15,,6.0,,V,,,,,,,,,,,
1159,RD,I,48,113,69,45202,10,7,8,175,20190918,00:00,0.33,,6.0,,V,,,,,,,,,,,
1160,RD,I,48,113,69,45202,10,7,8,175,20190924,00:00,0.23,,6.0,,V,,,,,,,,,,,
1161,RD,I,48,113,69,45202,10,7,8,175,20190930,00:00,0.13,,6.0,,V,,,,,,,,,,,
1162,RD,I,48,113,69,45203,10,7,8,175,20190103,00:00,0.04,,6.0,,V,,,,,,,,,,,
1163,RD,I,48,113,69,45203,10,7,8,175,20190109,00:00,0.0,,6.0,,,,,,,,,,,,,
1164,RD,I,48,113,69,45203,10,7,8,175,20190115,00:00,0.18,,6.0,,V,,,,,,,,,,,
1165,RD,I,48,113,69,45203,10,7,8,175,20190121,00:00,0.13,,6.0,,V,,,,,,,,,,,
1166,RD,I,48,113,69,45203,10,7,8,175,20190127,00:00,0.16,,6.0,,V,,,,,,,,,,,
1167,RD,I,48,113,69,45203,10,7,8,175,20190202,00:00,0.11,,6.0,,V,,,,,,,,,,,
1168,RD,I,48,113,69,45203,10,7,8,175,20190208,00:00,0.04,,6.0,,V,,,,,,,,,,,
1169,RD,I,48,113,69,45203,10,7,8,175,20190220,00:00,0.07,,6.0,,V,,,,,,,,,,,
1170,RD,I,48,113,69,45203,10,7,8,175,20190226,00:00,0.14,,6.0,,V,,,,,,,,,,,
1171,RD,I,48,113,69,45203,10,7,8,175,20190304,00:00,0.0,,6.0,,V,,,,,,,,,,,
1172,RD,I,48,113,69,45203,10,7,8,175,20190310,00:00,0.04,,6.0,,V,,,,,,,,,,,
1173,RD,I,48,113,69,45203,10,7,8,175,20190316,00:00,0.05,,6.0,,V,,,,,,,,,,,
1174,RD,I,48,113,69,45203,10,7,8,175,20190328,00:00,0.08,,6.0,,V,,,,,,,,,,,
1175,RD,I,48,113,69,45203,10,7,8,175,20190403,00:00,0.17,,6.0,,V,,,,,,,,,,,
1176,RD,I,48,113,69,45203,10,7,8,175,20190409,00:00,0.22,,6.0,,V,,,,,,,,,,,
1177,RD,I,48,113,69,45203,10,7,8,175,20190415,00:00,0.06,,6.0,,V,,,,,,,,,,,
1178,RD,I,48,113,69,45203,10,7,8,175,20190421,00:00,0.06,,6.0,,V,,,,,,,,,,,
1179,RD,I,48,113,69,45203,10,7,8,175,20190427,00:00,0.0,,6.0,,,,,,,,,,,,,
1180,RD,I,48,113,69,45203,10,7,8,175,20190503,00:00,0.12,,6.0,,V,,,,,,,,,,,
1181,RD,I,48,113,69,45203,10,7,8,175,20190509,00:00,0.04,,6.0,,V,,,,,,,,,,,
1182,RD,I,48,113,69,45203,10,7,8,175,20190515,00:00,0.15,,6.0,,V,,,,,,,,,,,
1183,RD,I,48,113,69,45203,10,7,8,175,20190521,00:00,0.0,,6.0,,,,,,,,,,,,,
1184,RD,I,48,113,69,45203,10,7,8,175,20190527,00:00,0.0,,6.0,,,,,,,,,,,,,
1185,RD,I,48,113,69,45203,10,7,8,175,20190602,00:00,0.0,,6.0,,V,,,,,,,,,,,
1186,RD,I,48,113,69,45203,10,7,8,175,20190608,00:00,0.06,,6.0,,V,,,,,,,,,,,
1187,RD,I,48,113,69,45203,10,7,8,175,20190614,00:00,0.09,,6.0,,V,,,,,,,,,,,
1188,RD,I,48,113,69,45203,10,7,8,175,20190620,00:00,0.08,,6.0,,V,,,,,,,,,,,
1189,RD,I,48,113,69,45203,10,7,8,175,20190626,00:00,0.2,,6.0,,V,,,,,,,,,,,
1190,RD,I,48,113,69,45203,10,7,8,175,20190702,00:00,0.13,,6.0,,V,,,,,,,,,,,
1191,RD,I,48,113,69,45203,10,7,8,175,20190708,00:00,0.15,,6.0,,V,,,,,,,,,,,
1192,RD,I,48,113,69,45203,10,7,8,175,20190714,00:00,0.0,,6.0,,V,,,,,,,,,,,
1193,RD,I,48,113,69,45203,10,7,8,175,20190720,00:00,0.0,,6.0,,V,,,,,,,,,,,
1194,RD,I,48,113,69,45203,10,7,8,175,20190726,00:00,0.0,,6.0,,,,,,,,,,,,,
1195,RD,I,48,113,69,45203,10,7,8,175,20190801,00:00,0.0,,6.0,,V,,,,,,,,,,,
1196,RD,I,48,113,69,45203,10,7,8,175,20190807,00:00,0.0,,6.0,,V,,,,,,,,,,,
1197,RD,I,48,113,69,45203,10,7,8,175,20190813,00:00,0.0,,6.0,,,,,,,,,,,,,
1198,RD,I,48,113,69,45203,10,7,8,175,20190819,00:00,0.0,,6.0,,,,,,,,,,,,,
1199,RD,I,48,113,69,45203,10,7,8,175,20190825,00:00,0.0,,6.0,,,,,,,,,,,,,
1200,RD,I,48,113,69,45203,10,7,8,175,20190831,00:00,0.0,,6.0,,,,,,,,,,,,,
1201,RD,I,48,113,69,45203,10,7,8,175,20190906,00:00,0.0,,6.0,,,,,,,,,,,,,
1202,RD,I,48,113,69,45203,10,7,8,175,20190912,00:00,0.13,,6.0,,V,,,,,,,,,,,
1203,RD,I,48,113,69,45203,10,7,8,175,20190918,00:00,0.0,,6.0,,,,,,,,,,,,,
1204,RD,I,48,113,69,45203,10,7,8,175,20190924,00:00,0.13,,6.0,,V,,,,,,,,,,,
1205,RD,I,48,113,69,45203,10,7,8,175,20190930,00:00,0.07,,6.0,,V,,,,,,,,,,,
1206,RD,I,48,113,69,45204,10,7,8,175,20190103,00:00,0.04,,6.0,,V,,,,,,,,,,,
1207,RD,I,48,113,69,45204,10,7,8,175,20190109,00:00,0.09,,6.0,,V,,,,,,,,,,,
1208,RD,I,48,113,69,45204,10,7,8,175,20190115,00:00,0.22,,6.0,,V,,,,,,,,,,,
1209,RD,I,48,113,69,45204,10,7,8,175,20190121,00:00,0.13,,6.0,,V,,,,,,,,,,,
1210,RD,I,48,113,69,45204,10,7,8,175,20190127,00:00,0.16,,6.0,,V,,,,,,,,,,,
1211,RD,I,48,113,69,45204,10,7,8,175,20190202,00:00,0.12,,6.0,,V,,,,,,,,,,,
1212,RD,I,48,113,69,45204,10,7,8,175,20190208,00:00,0.05,,6.0,,V,,,,,,,,,,,
1213,RD,I,48,113,69,45204,10,7,8,175,20190220,00:00,0.08,,6.0,,V,,,,,,,,,,,
1214,RD,I,48,113,69,45204,10,7,8,175,20190226,00:00,0.13,,6.0,,V,,,,,,,,,,,
1215,RD,I,48,113,69,45204,10,7,8,175,20190304,00:00,0.03,,6.0,,V,,,,,,,,,,,
1216,RD,I,48,113,69,45204,10,7,8,175,20190310,00:00,0.03,,6.0,,V,,,,,,,,,,,
1217,RD,I,48,113,69,45204,10,7,8,175,20190316,00:00,0.04,,6.0,,V,,,,,,,,,,,
1218,RD,I,48,113,69,45204,10,7,8,175,20190328,00:00,0.1,,6.0,,V,,,,,,,,,,,
1219,RD,I,48,113,69,45204,10,7,8,175,20190403,00:00,0.17,,6.0,,V,,,,,,,,,,,
1220,RD,I,48,113,69,45204,10,7,8,175,20190409,00:00,0.22,,6.0,,V,,,,,,,,,,,
1221,RD,I,48,113,69,45204,10,7,8,175,20190415,00:00,0.08,,6.0,,V,,,,,,,,,,,
1222,RD,I,48,113,69,45204,10,7,8,175,20190421,00:00,0.06,,6.0,,V,,,,,,,,,,,
1223,RD,I,48,113,69,45204,10,7,8,175,20190427,00:00,0.14,,6.0,,V,,,,,,,,,,,
1224,RD,I,48,113,69,45204,10,7,8,175,20190503,00:00,0.15,,6.0,,V,,,,,,,,,,,
1225,RD,I,48,113,69,45204,10,7,8,175,20190509,00:00,0.04,,6.0,,V,,,,,,,,,,,
1226,RD,I,48,113,69,45204,10,7,8,175,20190515,00:00,0.18,,6.0,,V,,,,,,,,,,,
1227,RD,I,48,113,69,45204,10,7,8,175,20190521,00:00,0.1,,6.0,,V,,,,,,,,,,,
1228,RD,I,48,113,69,45204,10,7,8,175,20190527,00:00,0.04,,6.0,,V,,,,,,,,,,,
1229,RD,I,48,113,69,45204,10,7,8,175,20190602,00:00,0.06,,6.0,,V,,,,,,,,,,,
1230,RD,I,48,113,69,45204,10,7,8,175,20190608,00:00,0.06,,6.0,,V,,,,,,,,,,,
1231,RD,I,48,113,69,45204,10,7,8,175,20190614,00:00,0.09,,6.0,,V,,,,,,,,,,,
1232,RD,I,48,113,69,45204,10,7,8,175,20190620,00:00,0.08,,6.0,,V,,,,,,,,,,,
1233,RD,I,48,113,69,45204,10,7,8,175,20190626,00:00,0.32,,6.0,,V,,,,,,,,,,,
1234,RD,I,48,113,69,45204,10,7,8,175,20190702,00:00,0.12,,6.0,,V,,,,,,,,,,,
1235,RD,I,48,113,69,45204,10,7,8,175,20190708,00:00,0.15,,6.0,,V,,,,,,,,,,,
1236,RD,I,48,113,69,45204,10,7,8,175,20190714,00:00,0.02,,6.0,,V,,,,,,,,,,,
1237,RD,I,48,113,69,45204,10,7,8,175,20190720,00:00,0.04,,6.0,,V,,,,,,,,,,,
1238,RD,I,48,113,69,45204,10,7,8,175,20190726,00:00,0.13,,6.0,,V,,,,,,,,,,,
1239,RD,I,48,113,69,45204,10,7,8,175,20190801,00:00,0.19,,6.0,,V,,,,,,,,,,,
1240,RD,I,48,113,69,45204,10,7,8,175,20190807,00:00,0.11,,6.0,,V,,,,,,,,,,,
1241,RD,I,48,113,69,45204,10,7,8,175,20190813,00:00,0.12,,6.0,,V,,,,,,,,,,,
1242,RD,I,48,113,69,45204,10,7,8,175,20190819,00:00,0.08,,6.0,,V,,,,,,,,,,,
1243,RD,I,48,113,69,45204,10,7,8,175,20190825,00:00,0.05,,6.0,,V,,,,,,,,,,,
1244,RD,I,48,113,69,45204,10,7,8,175,20190831,00:00,0.06,,6.0,,V,,,,,,,,,,,
1245,RD,I,48,113,69,45204,10,7,8,175,20190906,00:00,0.2,,6.0,,V,,,,,,,,,,,
1246,RD,I,48,113,69,45204,10,7,8,175,20190912,00:00,0.1,,6.0,,V,,,,,,,,,,,
1247,RD,I,48,113,69,45204,10,7,8,175,20190918,00:00,0.06,,6.0,,V,,,,,,,,,,,
1248,RD,I,48,113,69,45204,10,7,8,175,20190924,00:00,0.11,,6.0,,V,,,,,,,,,,,
1249,RD,I,48,113,69,45204,10,7,8,175,20190930,00:00,0.06,,6.0,,V,,,,,,,,,,,
1250,RD,I,48,113,1500,43202,1,7,8,174,20190103,00:00,17.0,,6.0,,,,,,,,,,,,1.0,
1251,RD,I,48,113,1500,43202,1,7,8,174,20190109,00:00,21.3,,6.0,,,,,,,,,,,,1.0,
1252,RD,I,48,113,1500,43202,1,7,8,174,20190115,00:00,8.43,,6.0,,,,,,,,,,,,0.5,
1253,RD,I,48,113,1500,43202,1,7,8,174,20190121,00:00,13.58,,6.0,,,,,,,,,,,,0.5,
1254,RD,I,48,113,1500,43202,1,7,8,174,20190127,00:00,15.48,,6.0,,,,,,,,,,,,0.5,
1255,RD,I,48,113,1500,43202,1,7,8,174,20190202,00:00,6.76,,6.0,,,,,,,,,,,,0.5,
1256,RD,I,48,113,1500,43202,1,7,8,174,20190208,00:00,5.91,,6.0,,,,,,,,,,,,0.5,
1257,RD,I,48,113,1500,43202,1,7,8,174,20190214,00:00,4.85,,6.0,,,,,,,,,,,,0.5,
1258,RD,I,48,113,1500,43202,1,7,8,174,20190220,00:00,7.62,,6.0,,,,,,,,,,,,0.5,
1259,RD,I,48,113,1500,43202,1,7,8,174,20190226,00:00,6.7,,6.0,,,,,,,,,,,,0.5,
1260,RD,I,48,113,1500,43202,1,7,8,174,20190304,00:00,11.39,,6.0,,,,,,,,,,,,0.5,
1261,RD,I,48,113,1500,43202,1,7,8,174,20190310,00:00,5.58,,6.0,,,,,,,,,,,,0.5,
1262,RD,I,48,113,1500,43202,1,7,8,174,20190316,00:00,4.4,,6.0,,,,,,,,,,,,0.5,
1263,RD,I,48,113,1500,43202,1,7,8,174,20190322,00:00,6.62,,6.0,,,,,,,,,,,,0.5,
1264,RD,I,48,113,1500,43202,1,7,8,174,20190328,00:00,5.95,,6.0,,,,,,,,,,,,0.5,
1265,RD,I,48,113,1500,43202,1,7,8,174,20190403,00:00,7.52,,6.0,,,,,,,,,,,,0.5,
1266,RD,I,48,113,1500,43202,1,7,8,174,20190410,00:00,6.81,,6.0,,V,,,,,,,,,,0.5,
1267,RD,I,48,113,1500,43202,1,7,8,174,20190415,00:00,8.46,,6.0,,,,,,,,,,,,0.5,
1268,RD,I,48,113,1500,43202,1,7,8,174,20190421,00:00,6.68,,6.0,,,,,,,,,,,,0.5,
1269,RD,I,48,113,1500,43202,1,7,8,174,20190427,00:00,3.92,,6.0,,SQ,,,,,,,,,,0.5,
1270,RD,I,48,113,1500,43202,1,7,8,174,20190503,00:00,2.28,,6.0,,SQ,,,,,,,,,,0.5,
